fname,true_pairwise_het,true_num_seg,pool_size,read_depth,seq_error,num_sites
1000_100_0.0_3_exp_growth_1_pop_theta_0.0001.txt,0.0001297319955,162442,1000,100,0,10000000
10_10_1e-05_4_exp_growth_1_pop_theta_0.0001.txt,0.000130037275169,5560,10,10,1E-05,10000000
10_100_0.0001_3_exp_growth_1_pop_theta_0.0001.txt,0.000130093498677,5614,10,100,0.0001,10000000
100_100_0.0001_3_exp_growth_1_pop_theta_0.0001.txt,0.000130696759174,34956,100,100,0.0001,10000000
10_100_0.001_2_exp_growth_1_pop_theta_0.0001.txt,0.000131099771395,5642,10,100,0.001,10000000
10_100_1e-05_5_exp_growth_1_pop_theta_0.0001.txt,0.000131174246054,5667,10,100,1E-05,10000000
10_10_0.0_4_exp_growth_1_pop_theta_0.0001.txt,0.00013117813136,5740,10,10,0,10000000
10_10_0.0_3_exp_growth_1_pop_theta_0.0001.txt,0.000131441296147,5621,10,10,0,10000000
100_100_0.0_1_exp_growth_1_pop_theta_0.0001.txt,0.000131469890248,35124,100,100,0,10000000
100_1000_0.0_0_exp_growth_1_pop_theta_0.0001.txt,0.000131472496198,35036,100,1000,0,10000000
1000_10_0.0001_2_exp_growth_1_pop_theta_0.0001.txt,0.00013163793055,162475,1000,10,0.0001,10000000
1000_10_1e-05_0_exp_growth_1_pop_theta_0.0001.txt,0.0001317978216,163223,1000,10,1E-05,10000000
10_10_0.001_0_exp_growth_1_pop_theta_0.0001.txt,0.000131901773159,5701,10,10,0.001,10000000
100_100_0.0_9_exp_growth_1_pop_theta_0.0001.txt,0.000131937171901,34978,100,100,0,10000000
100_1000_0.0_2_exp_growth_1_pop_theta_0.0001.txt,0.000131985495041,34508,100,1000,0,10000000
100_1000_0.0001_7_exp_growth_1_pop_theta_0.0001.txt,0.00013204951719,35286,100,1000,0.0001,10000000
10_10_0.001_3_exp_growth_1_pop_theta_0.0001.txt,0.000132095482404,5710,10,10,0.001,10000000
100_100_0.0001_2_exp_growth_1_pop_theta_0.0001.txt,0.000132136248099,34436,100,100,0.0001,10000000
100_10_0.0001_1_exp_growth_1_pop_theta_0.0001.txt,0.000132169588926,35089,100,10,0.0001,10000000
1000_100_0.0001_6_exp_growth_1_pop_theta_0.0001.txt,0.00013224413035,161936,1000,100,0.0001,10000000
1000_10_0.001_1_exp_growth_1_pop_theta_0.0001.txt,0.00013225444475,162650,1000,10,0.001,10000000
1000_100_0.0_9_exp_growth_1_pop_theta_0.0001.txt,0.0001322785445,162471,1000,100,0,10000000
100_100_0.001_5_exp_growth_1_pop_theta_0.0001.txt,0.000132287366446,34878,100,100,0.001,10000000
1000_10_0.001_9_exp_growth_1_pop_theta_0.0001.txt,0.00013232983,162913,1000,10,0.001,10000000
1000_1000_1e-05_6_exp_growth_1_pop_theta_0.0001.txt,0.00013237631245,162577,1000,1000,1E-05,10000000
100_100_0.001_2_exp_growth_1_pop_theta_0.0001.txt,0.000132409342479,34883,100,100,0.001,10000000
100_1000_0.0001_4_exp_growth_1_pop_theta_0.0001.txt,0.000132456143306,35037,100,1000,0.0001,10000000
1000_10_0.0_3_exp_growth_1_pop_theta_0.0001.txt,0.0001325615455,161069,1000,10,0,10000000
100_10_0.001_3_exp_growth_1_pop_theta_0.0001.txt,0.000132562703306,34949,100,10,0.001,10000000
100_100_0.001_7_exp_growth_1_pop_theta_0.0001.txt,0.000132577158017,35306,100,100,0.001,10000000
10_100_1e-05_8_exp_growth_1_pop_theta_0.0001.txt,0.000132580680914,5650,10,100,1E-05,10000000
10_1000_1e-05_0_exp_growth_1_pop_theta_0.0001.txt,0.000132602859916,5644,10,1000,1E-05,10000000
100_100_0.001_8_exp_growth_1_pop_theta_0.0001.txt,0.000132680627273,34979,100,100,0.001,10000000
10_10_0.001_9_exp_growth_1_pop_theta_0.0001.txt,0.000132684318008,5688,10,10,0.001,10000000
100_1000_0.001_1_exp_growth_1_pop_theta_0.0001.txt,0.000132708409752,35014,100,1000,0.001,10000000
10_1000_0.0_5_exp_growth_1_pop_theta_0.0001.txt,0.000132721325556,5608,10,1000,0,10000000
1000_1000_0.0_9_exp_growth_1_pop_theta_0.0001.txt,0.00013272656175,162796,1000,1000,0,10000000
10_10_0.0_6_exp_growth_1_pop_theta_0.0001.txt,0.000132753213999,5671,10,10,0,10000000
10_100_1e-05_6_exp_growth_1_pop_theta_0.0001.txt,0.000132753358102,5683,10,100,1E-05,10000000
100_100_1e-05_7_exp_growth_1_pop_theta_0.0001.txt,0.000132780687934,35113,100,100,1E-05,10000000
1000_100_0.001_2_exp_growth_1_pop_theta_0.0001.txt,0.00013280414595,162682,1000,100,0.001,10000000
100_10_0.0_5_exp_growth_1_pop_theta_0.0001.txt,0.000132804299835,35034,100,10,0,10000000
10_100_1e-05_3_exp_growth_1_pop_theta_0.0001.txt,0.000132844307617,5663,10,100,1E-05,10000000
1000_1000_0.0_0_exp_growth_1_pop_theta_0.0001.txt,0.0001328470639,162891,1000,1000,0,10000000
10_100_0.001_5_exp_growth_1_pop_theta_0.0001.txt,0.000132850777767,5755,10,100,0.001,10000000
1000_10_0.001_7_exp_growth_1_pop_theta_0.0001.txt,0.0001328558171,162119,1000,10,0.001,10000000
100_100_0.001_9_exp_growth_1_pop_theta_0.0001.txt,0.000132868735537,35139,100,100,0.001,10000000
1000_1000_0.001_6_exp_growth_1_pop_theta_0.0001.txt,0.00013293387655,162305,1000,1000,0.001,10000000
100_1000_1e-05_1_exp_growth_1_pop_theta_0.0001.txt,0.000132952877686,34922,100,1000,1E-05,10000000
1000_10_1e-05_4_exp_growth_1_pop_theta_0.0001.txt,0.00013300760225,162886,1000,10,1E-05,10000000
100_100_0.001_3_exp_growth_1_pop_theta_0.0001.txt,0.000133019433388,35212,100,100,0.001,10000000
10_100_0.0001_8_exp_growth_1_pop_theta_0.0001.txt,0.000133028468582,5750,10,100,0.0001,10000000
10_10_0.0001_7_exp_growth_1_pop_theta_0.0001.txt,0.00013303421841,5742,10,10,0.0001,10000000
10_100_0.0001_4_exp_growth_1_pop_theta_0.0001.txt,0.000133075003431,5753,10,100,0.0001,10000000
1000_100_0.0001_5_exp_growth_1_pop_theta_0.0001.txt,0.00013308444575,162607,1000,100,0.0001,10000000
10_100_1e-05_1_exp_growth_1_pop_theta_0.0001.txt,0.000133091701402,5706,10,100,1E-05,10000000
1000_10_0.001_2_exp_growth_1_pop_theta_0.0001.txt,0.0001330986659,162937,1000,10,0.001,10000000
100_100_1e-05_1_exp_growth_1_pop_theta_0.0001.txt,0.000133118246116,35063,100,100,1E-05,10000000
100_10_0.0001_4_exp_growth_1_pop_theta_0.0001.txt,0.000133118631736,35340,100,10,0.0001,10000000
1000_10_0.0_1_exp_growth_1_pop_theta_0.0001.txt,0.00013312845105,162618,1000,10,0,10000000
100_100_0.0_6_exp_growth_1_pop_theta_0.0001.txt,0.000133133456033,35028,100,100,0,10000000
10_100_0.001_9_exp_growth_1_pop_theta_0.0001.txt,0.000133149990981,5735,10,100,0.001,10000000
10_100_0.0001_5_exp_growth_1_pop_theta_0.0001.txt,0.00013315938457,5628,10,100,0.0001,10000000
1000_10_0.0_2_exp_growth_1_pop_theta_0.0001.txt,0.00013316362265,164045,1000,10,0,10000000
10_100_1e-05_7_exp_growth_1_pop_theta_0.0001.txt,0.000133199941378,5723,10,100,1E-05,10000000
1000_10_0.001_4_exp_growth_1_pop_theta_0.0001.txt,0.0001332008055,161722,1000,10,0.001,10000000
10_100_0.001_8_exp_growth_1_pop_theta_0.0001.txt,0.00013320101343,5609,10,100,0.001,10000000
10_100_0.0_7_exp_growth_1_pop_theta_0.0001.txt,0.000133202433879,5648,10,100,0,10000000
100_1000_0.0001_6_exp_growth_1_pop_theta_0.0001.txt,0.000133211815041,35050,100,1000,0.0001,10000000
10_100_0.0_2_exp_growth_1_pop_theta_0.0001.txt,0.000133215301245,5623,10,100,0,10000000
1000_1000_0.001_5_exp_growth_1_pop_theta_0.0001.txt,0.0001332168844,162954,1000,1000,0.001,10000000
1000_100_0.0001_0_exp_growth_1_pop_theta_0.0001.txt,0.0001332629663,163162,1000,100,0.0001,10000000
100_10_1e-05_8_exp_growth_1_pop_theta_0.0001.txt,0.000133279110248,35001,100,10,1E-05,10000000
100_1000_0.0001_9_exp_growth_1_pop_theta_0.0001.txt,0.00013328871686,35107,100,1000,0.0001,10000000
10_1000_1e-05_9_exp_growth_1_pop_theta_0.0001.txt,0.000133304544849,5777,10,1000,1E-05,10000000
100_1000_1e-05_5_exp_growth_1_pop_theta_0.0001.txt,0.000133305055537,34792,100,1000,1E-05,10000000
1000_10_0.001_8_exp_growth_1_pop_theta_0.0001.txt,0.0001333500332,162844,1000,10,0.001,10000000
100_1000_0.0_6_exp_growth_1_pop_theta_0.0001.txt,0.000133352849091,35348,100,1000,0,10000000
100_100_0.0001_5_exp_growth_1_pop_theta_0.0001.txt,0.000133391968595,35471,100,100,0.0001,10000000
10_10_0.001_2_exp_growth_1_pop_theta_0.0001.txt,0.000133394921478,5767,10,10,0.001,10000000
1000_100_0.0_8_exp_growth_1_pop_theta_0.0001.txt,0.0001334010113,162874,1000,100,0,10000000
100_100_0.0_5_exp_growth_1_pop_theta_0.0001.txt,0.000133407008595,35205,100,100,0,10000000
100_1000_0.0_1_exp_growth_1_pop_theta_0.0001.txt,0.000133408887603,35189,100,1000,0,10000000
1000_100_1e-05_5_exp_growth_1_pop_theta_0.0001.txt,0.00013344140385,163468,1000,100,1E-05,10000000
1000_1000_0.0_7_exp_growth_1_pop_theta_0.0001.txt,0.00013344202295,161858,1000,1000,0,10000000
1000_1000_1e-05_1_exp_growth_1_pop_theta_0.0001.txt,0.0001334580224,163090,1000,1000,1E-05,10000000
100_1000_0.0001_3_exp_growth_1_pop_theta_0.0001.txt,0.000133462846942,34976,100,1000,0.0001,10000000
10_100_0.0001_2_exp_growth_1_pop_theta_0.0001.txt,0.000133477589256,5748,10,100,0.0001,10000000
1000_100_1e-05_4_exp_growth_1_pop_theta_0.0001.txt,0.0001334780604,162307,1000,100,1E-05,10000000
1000_1000_1e-05_0_exp_growth_1_pop_theta_0.0001.txt,0.0001334798099,163507,1000,1000,1E-05,10000000
1000_100_1e-05_2_exp_growth_1_pop_theta_0.0001.txt,0.00013347998705,161858,1000,100,1E-05,10000000
10_1000_1e-05_1_exp_growth_1_pop_theta_0.0001.txt,0.000133480078032,5799,10,1000,1E-05,10000000
1000_1000_0.0_1_exp_growth_1_pop_theta_0.0001.txt,0.0001335086866,163390,1000,1000,0,10000000
100_10_0.0001_0_exp_growth_1_pop_theta_0.0001.txt,0.000133511481653,35048,100,10,0.0001,10000000
1000_100_1e-05_3_exp_growth_1_pop_theta_0.0001.txt,0.00013352108825,163777,1000,100,1E-05,10000000
10_100_0.001_7_exp_growth_1_pop_theta_0.0001.txt,0.000133526353495,5906,10,100,0.001,10000000
100_10_0.0_6_exp_growth_1_pop_theta_0.0001.txt,0.00013352828,35210,100,10,0,10000000
1000_1000_0.001_3_exp_growth_1_pop_theta_0.0001.txt,0.0001335327314,163969,1000,1000,0.001,10000000
10_10_0.0001_0_exp_growth_1_pop_theta_0.0001.txt,0.000133541073032,5763,10,10,0.0001,10000000
100_1000_0.0001_2_exp_growth_1_pop_theta_0.0001.txt,0.000133556271405,34716,100,1000,0.0001,10000000
1000_100_0.0_5_exp_growth_1_pop_theta_0.0001.txt,0.00013356381455,163053,1000,100,0,10000000
100_100_0.001_6_exp_growth_1_pop_theta_0.0001.txt,0.000133569229256,34607,100,100,0.001,10000000
1000_10_0.001_3_exp_growth_1_pop_theta_0.0001.txt,0.0001335720354,163914,1000,10,0.001,10000000
1000_100_1e-05_8_exp_growth_1_pop_theta_0.0001.txt,0.0001335779436,162666,1000,100,1E-05,10000000
1000_10_0.0001_6_exp_growth_1_pop_theta_0.0001.txt,0.00013358172345,162348,1000,10,0.0001,10000000
100_100_0.0001_9_exp_growth_1_pop_theta_0.0001.txt,0.000133587977025,35196,100,100,0.0001,10000000
1000_1000_0.001_8_exp_growth_1_pop_theta_0.0001.txt,0.0001336130709,161854,1000,1000,0.001,10000000
100_1000_1e-05_8_exp_growth_1_pop_theta_0.0001.txt,0.000133614496033,34969,100,1000,1E-05,10000000
100_10_1e-05_7_exp_growth_1_pop_theta_0.0001.txt,0.000133646218678,34976,100,10,1E-05,10000000
100_1000_0.001_5_exp_growth_1_pop_theta_0.0001.txt,0.000133658972893,35134,100,1000,0.001,10000000
100_10_1e-05_6_exp_growth_1_pop_theta_0.0001.txt,0.000133665250248,35027,100,10,1E-05,10000000
1000_1000_0.001_7_exp_growth_1_pop_theta_0.0001.txt,0.0001336653935,163140,1000,1000,0.001,10000000
1000_100_0.0001_9_exp_growth_1_pop_theta_0.0001.txt,0.00013366882345,163401,1000,100,0.0001,10000000
10_1000_0.0001_9_exp_growth_1_pop_theta_0.0001.txt,0.000133677320067,5873,10,1000,0.0001,10000000
1000_100_1e-05_7_exp_growth_1_pop_theta_0.0001.txt,0.0001336918919,162174,1000,100,1E-05,10000000
10_1000_0.001_2_exp_growth_1_pop_theta_0.0001.txt,0.000133717158906,5690,10,1000,0.001,10000000
1000_100_0.0_4_exp_growth_1_pop_theta_0.0001.txt,0.00013372074075,162621,1000,100,0,10000000
1000_100_0.001_9_exp_growth_1_pop_theta_0.0001.txt,0.00013374126825,162499,1000,100,0.001,10000000
100_10_0.0001_5_exp_growth_1_pop_theta_0.0001.txt,0.000133751594545,34649,100,10,0.0001,10000000
1000_100_1e-05_6_exp_growth_1_pop_theta_0.0001.txt,0.0001338179256,162614,1000,100,1E-05,10000000
10_1000_1e-05_7_exp_growth_1_pop_theta_0.0001.txt,0.000133825899814,5646,10,1000,1E-05,10000000
1000_1000_0.0001_3_exp_growth_1_pop_theta_0.0001.txt,0.0001338317784,163106,1000,1000,0.0001,10000000
10_1000_0.0001_6_exp_growth_1_pop_theta_0.0001.txt,0.000133848166062,5727,10,1000,0.0001,10000000
10_1000_0.001_6_exp_growth_1_pop_theta_0.0001.txt,0.00013386076071,5672,10,1000,0.001,10000000
100_1000_0.001_8_exp_growth_1_pop_theta_0.0001.txt,0.000133866080661,35224,100,1000,0.001,10000000
100_10_0.001_8_exp_growth_1_pop_theta_0.0001.txt,0.000133869533719,35464,100,10,0.001,10000000
10_1000_0.001_4_exp_growth_1_pop_theta_0.0001.txt,0.000133888124694,5794,10,1000,0.001,10000000
10_1000_1e-05_3_exp_growth_1_pop_theta_0.0001.txt,0.000133888498579,5822,10,1000,1E-05,10000000
100_10_0.001_6_exp_growth_1_pop_theta_0.0001.txt,0.000133891457355,34758,100,10,0.001,10000000
10_10_1e-05_9_exp_growth_1_pop_theta_0.0001.txt,0.000133909534751,5757,10,10,1E-05,10000000
1000_100_0.0001_2_exp_growth_1_pop_theta_0.0001.txt,0.0001339161668,163486,1000,100,0.0001,10000000
10_100_1e-05_4_exp_growth_1_pop_theta_0.0001.txt,0.000133918337418,5655,10,100,1E-05,10000000
100_10_1e-05_9_exp_growth_1_pop_theta_0.0001.txt,0.000133918551405,35158,100,10,1E-05,10000000
1000_100_0.001_4_exp_growth_1_pop_theta_0.0001.txt,0.0001339315444,163093,1000,100,0.001,10000000
10_1000_0.0001_5_exp_growth_1_pop_theta_0.0001.txt,0.000133933026958,5905,10,1000,0.0001,10000000
100_1000_0.0001_1_exp_growth_1_pop_theta_0.0001.txt,0.000133943371736,34925,100,1000,0.0001,10000000
10_1000_0.001_1_exp_growth_1_pop_theta_0.0001.txt,0.000133944924223,5680,10,1000,0.001,10000000
10_1000_0.0_4_exp_growth_1_pop_theta_0.0001.txt,0.000133946207039,5646,10,1000,0,10000000
100_100_0.0_2_exp_growth_1_pop_theta_0.0001.txt,0.000133964409917,35113,100,100,0,10000000
10_10_0.0_9_exp_growth_1_pop_theta_0.0001.txt,0.000134006173708,5542,10,10,0,10000000
1000_100_0.001_3_exp_growth_1_pop_theta_0.0001.txt,0.0001340118657,162588,1000,100,0.001,10000000
10_100_0.0_8_exp_growth_1_pop_theta_0.0001.txt,0.000134027273209,5876,10,100,0,10000000
100_100_1e-05_5_exp_growth_1_pop_theta_0.0001.txt,0.000134056909587,35208,100,100,1E-05,10000000
1000_1000_0.0001_2_exp_growth_1_pop_theta_0.0001.txt,0.00013405839365,163484,1000,1000,0.0001,10000000
1000_10_0.0001_9_exp_growth_1_pop_theta_0.0001.txt,0.00013405962185,162673,1000,10,0.0001,10000000
1000_100_0.0_0_exp_growth_1_pop_theta_0.0001.txt,0.00013406180335,163547,1000,100,0,10000000
100_100_0.0001_6_exp_growth_1_pop_theta_0.0001.txt,0.000134063507934,34846,100,100,0.0001,10000000
10_10_1e-05_1_exp_growth_1_pop_theta_0.0001.txt,0.000134070056857,5658,10,10,1E-05,10000000
100_10_0.001_2_exp_growth_1_pop_theta_0.0001.txt,0.00013407748,35188,100,10,0.001,10000000
1000_1000_0.001_1_exp_growth_1_pop_theta_0.0001.txt,0.00013409902385,162986,1000,1000,0.001,10000000
100_10_1e-05_3_exp_growth_1_pop_theta_0.0001.txt,0.000134105621488,35154,100,10,1E-05,10000000
1000_100_1e-05_9_exp_growth_1_pop_theta_0.0001.txt,0.0001341090332,163531,1000,100,1E-05,10000000
10_100_0.0_3_exp_growth_1_pop_theta_0.0001.txt,0.000134110941476,5665,10,100,0,10000000
10_10_1e-05_2_exp_growth_1_pop_theta_0.0001.txt,0.000134121158318,5703,10,10,1E-05,10000000
100_1000_0.001_9_exp_growth_1_pop_theta_0.0001.txt,0.00013412924595,35166,100,1000,0.001,10000000
1000_1000_1e-05_7_exp_growth_1_pop_theta_0.0001.txt,0.0001341515146,162361,1000,1000,1E-05,10000000
1000_1000_0.0001_9_exp_growth_1_pop_theta_0.0001.txt,0.0001341597166,163079,1000,1000,0.0001,10000000
10_10_1e-05_0_exp_growth_1_pop_theta_0.0001.txt,0.000134171942359,5775,10,10,1E-05,10000000
1000_100_0.0_7_exp_growth_1_pop_theta_0.0001.txt,0.00013419512425,162524,1000,100,0,10000000
100_10_1e-05_0_exp_growth_1_pop_theta_0.0001.txt,0.000134203070083,35159,100,10,1E-05,10000000
10_1000_0.001_8_exp_growth_1_pop_theta_0.0001.txt,0.000134232404274,5839,10,1000,0.001,10000000
1000_100_0.001_5_exp_growth_1_pop_theta_0.0001.txt,0.00013426832525,162394,1000,100,0.001,10000000
10_1000_0.001_7_exp_growth_1_pop_theta_0.0001.txt,0.000134272808548,5710,10,1000,0.001,10000000
10_1000_0.0_3_exp_growth_1_pop_theta_0.0001.txt,0.000134303735124,5689,10,1000,0,10000000
100_1000_0.0001_8_exp_growth_1_pop_theta_0.0001.txt,0.000134309568264,34990,100,1000,0.0001,10000000
10_1000_0.0001_4_exp_growth_1_pop_theta_0.0001.txt,0.000134310456034,5742,10,1000,0.0001,10000000
1000_1000_1e-05_3_exp_growth_1_pop_theta_0.0001.txt,0.0001343446986,162760,1000,1000,1E-05,10000000
100_1000_0.001_0_exp_growth_1_pop_theta_0.0001.txt,0.00013434506314,34943,100,1000,0.001,10000000
100_1000_0.001_7_exp_growth_1_pop_theta_0.0001.txt,0.000134372014545,35123,100,1000,0.001,10000000
100_100_1e-05_6_exp_growth_1_pop_theta_0.0001.txt,0.000134384440661,35160,100,100,1E-05,10000000
100_100_0.0_3_exp_growth_1_pop_theta_0.0001.txt,0.000134387490413,35326,100,100,0,10000000
100_100_1e-05_8_exp_growth_1_pop_theta_0.0001.txt,0.000134394859669,35152,100,100,1E-05,10000000
10_1000_0.0_9_exp_growth_1_pop_theta_0.0001.txt,0.000134421192824,5818,10,1000,0,10000000
10_10_1e-05_5_exp_growth_1_pop_theta_0.0001.txt,0.000134427156749,5790,10,10,1E-05,10000000
1000_10_1e-05_7_exp_growth_1_pop_theta_0.0001.txt,0.00013443903185,162502,1000,10,1E-05,10000000
1000_1000_0.0001_8_exp_growth_1_pop_theta_0.0001.txt,0.00013444517005,162307,1000,1000,0.0001,10000000
100_1000_1e-05_3_exp_growth_1_pop_theta_0.0001.txt,0.000134456958182,35463,100,1000,1E-05,10000000
1000_1000_0.001_9_exp_growth_1_pop_theta_0.0001.txt,0.00013446164915,163151,1000,1000,0.001,10000000
1000_10_0.0001_7_exp_growth_1_pop_theta_0.0001.txt,0.0001344772801,163285,1000,10,0.0001,10000000
1000_100_0.0_1_exp_growth_1_pop_theta_0.0001.txt,0.0001344800884,162349,1000,100,0,10000000
1000_100_0.0_2_exp_growth_1_pop_theta_0.0001.txt,0.0001344859932,162810,1000,100,0,10000000
1000_1000_0.0001_1_exp_growth_1_pop_theta_0.0001.txt,0.000134496735,162518,1000,1000,0.0001,10000000
100_1000_0.0001_0_exp_growth_1_pop_theta_0.0001.txt,0.000134507404132,35287,100,1000,0.0001,10000000
100_100_1e-05_0_exp_growth_1_pop_theta_0.0001.txt,0.000134519670248,35077,100,100,1E-05,10000000
10_10_0.0001_6_exp_growth_1_pop_theta_0.0001.txt,0.000134520644643,5706,10,10,0.0001,10000000
1000_10_0.0001_1_exp_growth_1_pop_theta_0.0001.txt,0.00013454199355,163409,1000,10,0.0001,10000000
1000_1000_1e-05_2_exp_growth_1_pop_theta_0.0001.txt,0.00013454953245,163485,1000,1000,1E-05,10000000
10_100_0.0001_6_exp_growth_1_pop_theta_0.0001.txt,0.00013455934281,5674,10,100,0.0001,10000000
10_1000_0.0001_0_exp_growth_1_pop_theta_0.0001.txt,0.000134574656994,5739,10,1000,0.0001,10000000
100_100_0.0001_1_exp_growth_1_pop_theta_0.0001.txt,0.000134594849752,34657,100,100,0.0001,10000000
10_100_0.0001_1_exp_growth_1_pop_theta_0.0001.txt,0.000134596152142,5787,10,100,0.0001,10000000
100_10_0.0001_2_exp_growth_1_pop_theta_0.0001.txt,0.000134606254545,35184,100,10,0.0001,10000000
100_10_0.0_9_exp_growth_1_pop_theta_0.0001.txt,0.000134613850744,35318,100,10,0,10000000
100_1000_0.0_7_exp_growth_1_pop_theta_0.0001.txt,0.000134618377355,34993,100,1000,0,10000000
10_100_0.0_0_exp_growth_1_pop_theta_0.0001.txt,0.000134634811881,5777,10,100,0,10000000
1000_1000_0.001_2_exp_growth_1_pop_theta_0.0001.txt,0.00013467531675,163084,1000,1000,0.001,10000000
100_10_0.0_7_exp_growth_1_pop_theta_0.0001.txt,0.00013468250843,35153,100,10,0,10000000
1000_1000_1e-05_9_exp_growth_1_pop_theta_0.0001.txt,0.00013470418305,162051,1000,1000,1E-05,10000000
1000_100_0.0001_3_exp_growth_1_pop_theta_0.0001.txt,0.00013470807405,163427,1000,100,0.0001,10000000
10_10_0.0001_4_exp_growth_1_pop_theta_0.0001.txt,0.000134711770023,6000,10,10,0.0001,10000000
10_1000_1e-05_8_exp_growth_1_pop_theta_0.0001.txt,0.000134717459857,5860,10,1000,1E-05,10000000
100_100_1e-05_4_exp_growth_1_pop_theta_0.0001.txt,0.00013474334314,34922,100,100,1E-05,10000000
100_10_1e-05_4_exp_growth_1_pop_theta_0.0001.txt,0.000134747687934,35486,100,10,1E-05,10000000
100_100_0.001_1_exp_growth_1_pop_theta_0.0001.txt,0.000134750869917,35230,100,100,0.001,10000000
10_100_0.0001_9_exp_growth_1_pop_theta_0.0001.txt,0.000134764195471,5758,10,100,0.0001,10000000
100_1000_1e-05_2_exp_growth_1_pop_theta_0.0001.txt,0.000134823424793,35202,100,1000,1E-05,10000000
100_1000_0.001_4_exp_growth_1_pop_theta_0.0001.txt,0.000134826911736,35225,100,1000,0.001,10000000
1000_10_0.001_6_exp_growth_1_pop_theta_0.0001.txt,0.0001348307835,162805,1000,10,0.001,10000000
10_10_0.0_1_exp_growth_1_pop_theta_0.0001.txt,0.000134838687188,5726,10,10,0,10000000
100_10_0.0_2_exp_growth_1_pop_theta_0.0001.txt,0.00013486092595,35360,100,10,0,10000000
10_1000_0.0_6_exp_growth_1_pop_theta_0.0001.txt,0.000134865891579,5775,10,1000,0,10000000
100_10_0.001_5_exp_growth_1_pop_theta_0.0001.txt,0.000134870866446,35162,100,10,0.001,10000000
100_10_1e-05_2_exp_growth_1_pop_theta_0.0001.txt,0.000134879033223,34908,100,10,1E-05,10000000
100_1000_0.001_6_exp_growth_1_pop_theta_0.0001.txt,0.00013488414,35025,100,1000,0.001,10000000
10_100_0.0_4_exp_growth_1_pop_theta_0.0001.txt,0.000134886450936,5814,10,100,0,10000000
1000_1000_0.0001_4_exp_growth_1_pop_theta_0.0001.txt,0.0001349045484,162835,1000,1000,0.0001,10000000
10_1000_1e-05_6_exp_growth_1_pop_theta_0.0001.txt,0.000134923692187,5699,10,1000,1E-05,10000000
1000_1000_0.0_2_exp_growth_1_pop_theta_0.0001.txt,0.0001349284022,162348,1000,1000,0,10000000
10_1000_1e-05_4_exp_growth_1_pop_theta_0.0001.txt,0.000134946168415,5751,10,1000,1E-05,10000000
100_10_0.0_1_exp_growth_1_pop_theta_0.0001.txt,0.00013494700281,34948,100,10,0,10000000
100_1000_1e-05_6_exp_growth_1_pop_theta_0.0001.txt,0.000134983503306,35168,100,1000,1E-05,10000000
1000_10_1e-05_2_exp_growth_1_pop_theta_0.0001.txt,0.0001349964857,162036,1000,10,1E-05,10000000
100_10_0.0001_7_exp_growth_1_pop_theta_0.0001.txt,0.000135018464959,35290,100,10,0.0001,10000000
1000_100_1e-05_1_exp_growth_1_pop_theta_0.0001.txt,0.00013503459725,162884,1000,100,1E-05,10000000
100_1000_0.001_3_exp_growth_1_pop_theta_0.0001.txt,0.000135045867438,35537,100,1000,0.001,10000000
10_1000_1e-05_5_exp_growth_1_pop_theta_0.0001.txt,0.000135060369964,5742,10,1000,1E-05,10000000
1000_100_1e-05_0_exp_growth_1_pop_theta_0.0001.txt,0.00013508158155,162848,1000,100,1E-05,10000000
10_10_0.0001_3_exp_growth_1_pop_theta_0.0001.txt,0.000135089873934,5739,10,10,0.0001,10000000
100_100_0.0_4_exp_growth_1_pop_theta_0.0001.txt,0.00013510658562,34675,100,100,0,10000000
10_1000_0.0001_1_exp_growth_1_pop_theta_0.0001.txt,0.000135147131458,5794,10,1000,0.0001,10000000
1000_100_0.001_7_exp_growth_1_pop_theta_0.0001.txt,0.00013515341545,162925,1000,100,0.001,10000000
10_100_0.001_0_exp_growth_1_pop_theta_0.0001.txt,0.00013515437212,5751,10,100,0.001,10000000
10_1000_0.0001_2_exp_growth_1_pop_theta_0.0001.txt,0.000135164672679,5866,10,1000,0.0001,10000000
100_1000_1e-05_0_exp_growth_1_pop_theta_0.0001.txt,0.000135165108926,35230,100,1000,1E-05,10000000
1000_10_0.0_6_exp_growth_1_pop_theta_0.0001.txt,0.00013517054575,163256,1000,10,0,10000000
1000_1000_1e-05_4_exp_growth_1_pop_theta_0.0001.txt,0.00013519639445,162369,1000,1000,1E-05,10000000
1000_1000_0.0_6_exp_growth_1_pop_theta_0.0001.txt,0.00013520058175,162904,1000,1000,0,10000000
1000_100_0.0001_7_exp_growth_1_pop_theta_0.0001.txt,0.0001352013804,161696,1000,100,0.0001,10000000
100_1000_0.0_5_exp_growth_1_pop_theta_0.0001.txt,0.000135204869917,35218,100,1000,0,10000000
1000_100_0.0001_4_exp_growth_1_pop_theta_0.0001.txt,0.0001352201902,162746,1000,100,0.0001,10000000
100_10_1e-05_5_exp_growth_1_pop_theta_0.0001.txt,0.000135235770579,34835,100,10,1E-05,10000000
1000_10_1e-05_6_exp_growth_1_pop_theta_0.0001.txt,0.00013526839315,163032,1000,10,1E-05,10000000
100_100_0.0001_4_exp_growth_1_pop_theta_0.0001.txt,0.000135268621818,35684,100,100,0.0001,10000000
1000_100_0.0001_8_exp_growth_1_pop_theta_0.0001.txt,0.0001352700701,163100,1000,100,0.0001,10000000
