fname,true_pairwise_het,true_num_seg,pool_size,read_depth,seq_error,num_sites,est_pi_within
1000_1000_1e-05_0_const_1_pop_theta_0.0007750000000000001.txt,0.0015710160247,115763,1000,1000,1E-05,10000000,0.00159080059787203
10_10_1e-05_9_const_1_pop_theta_0.0007750000000000001.txt,0.001571136725811,44078,10,10,1E-05,10000000,0.00157114631451792
100_1000_0.0001_5_const_1_pop_theta_0.0007750000000000001.txt,0.001571253658512,82164,100,1000,0.0001,10000000,0.00177652901640938
1000_10_0.0001_5_const_1_pop_theta_0.0007750000000000001.txt,0.00157221361115,114978,1000,10,0.0001,10000000,0.00178174665920183
10_100_0.0001_1_const_1_pop_theta_0.0007750000000000001.txt,0.001572752349181,46597,10,100,0.0001,10000000,0.0018173900385716
100_1000_0.0001_3_const_1_pop_theta_0.0007750000000000001.txt,0.001573356275868,81805,100,1000,0.0001,10000000,0.00177332974378082
100_100_0.001_4_const_1_pop_theta_0.0007750000000000001.txt,0.001573783870579,79938,100,100,0.001,10000000,0.00358594191477809
100_10_0.0001_2_const_1_pop_theta_0.0007750000000000001.txt,0.001574652447934,81877,100,10,0.0001,10000000,0.00176993644004283
10_100_0.001_6_const_1_pop_theta_0.0007750000000000001.txt,0.001574749053622,46944,10,100,0.001,10000000,0.00383994005365245
10_100_0.0_9_const_1_pop_theta_0.0007750000000000001.txt,0.001575119065778,46969,10,100,0,10000000,0.0016007252467364
10_100_0.0_2_const_1_pop_theta_0.0007750000000000001.txt,0.001575306261347,46507,10,100,0,10000000,0.00157401564535759
1000_1000_0.0_8_const_1_pop_theta_0.0007750000000000001.txt,0.00157533504115,115742,1000,1000,0,10000000,0.00157624365667952
100_1000_0.0001_0_const_1_pop_theta_0.0007750000000000001.txt,0.001575990761488,80766,100,1000,0.0001,10000000,0.00177843807290951
100_10_0.001_1_const_1_pop_theta_0.0007750000000000001.txt,0.001576076938843,81501,100,10,0.001,10000000,0.00358207715413599
10_100_0.0001_7_const_1_pop_theta_0.0007750000000000001.txt,0.001576171538673,45543,10,100,0.0001,10000000,0.00180069280334519
10_1000_1e-05_9_const_1_pop_theta_0.0007750000000000001.txt,0.001576382973826,45747,10,1000,1E-05,10000000,0.00159365047807283
10_10_0.001_6_const_1_pop_theta_0.0007750000000000001.txt,0.001576569473973,46133,10,10,0.001,10000000,0.00379424530636861
1000_100_0.0_1_const_1_pop_theta_0.0007750000000000001.txt,0.0015765823555,116224,1000,100,0,10000000,0.00157688886000287
10_10_0.001_2_const_1_pop_theta_0.0007750000000000001.txt,0.001576670744633,48306,10,10,0.001,10000000,0.00383047216488973
100_100_0.0001_6_const_1_pop_theta_0.0007750000000000001.txt,0.001576861252727,80652,100,100,0.0001,10000000,0.0017786834154752
10_10_0.0_9_const_1_pop_theta_0.0007750000000000001.txt,0.00157725560298,46416,10,10,0,10000000,0.00158512293800738
1000_1000_0.001_1_const_1_pop_theta_0.0007750000000000001.txt,0.0015774965325,116244,1000,1000,0.001,10000000,0.00357302636762811
1000_1000_0.0001_7_const_1_pop_theta_0.0007750000000000001.txt,0.0015776334247,116499,1000,1000,0.0001,10000000,0.00177897508405646
100_1000_0.0_8_const_1_pop_theta_0.0007750000000000001.txt,0.001577750972066,83147,100,1000,0,10000000,0.00157968315349428
10_10_0.001_5_const_1_pop_theta_0.0007750000000000001.txt,0.001579190041761,46521,10,10,0.001,10000000,0.00378579457511015
100_10_0.001_0_const_1_pop_theta_0.0007750000000000001.txt,0.001579554017521,81331,100,10,0.001,10000000,0.00358143380075263
10_10_0.0_3_const_1_pop_theta_0.0007750000000000001.txt,0.001580138825409,45047,10,10,0,10000000,0.00155825561060895
10_100_1e-05_7_const_1_pop_theta_0.0007750000000000001.txt,0.001580280107833,44205,10,100,1E-05,10000000,0.00153778498026204
10_10_1e-05_7_const_1_pop_theta_0.0007750000000000001.txt,0.001580524196451,45741,10,10,1E-05,10000000,0.00158142171684028
1000_1000_0.001_3_const_1_pop_theta_0.0007750000000000001.txt,0.0015810886365,117485,1000,1000,0.001,10000000,0.00357500718521489
100_10_1e-05_0_const_1_pop_theta_0.0007750000000000001.txt,0.001581309307107,81097,100,10,1E-05,10000000,0.00160774318946045
100_1000_0.001_9_const_1_pop_theta_0.0007750000000000001.txt,0.001582228188099,79603,100,1000,0.001,10000000,0.00358548939807265
10_100_1e-05_6_const_1_pop_theta_0.0007750000000000001.txt,0.001582812131556,46901,10,100,1E-05,10000000,0.00159874472824944
100_100_0.0_4_const_1_pop_theta_0.0007750000000000001.txt,0.001583194959339,80641,100,100,0,10000000,0.00158889086266764
10_100_0.0001_4_const_1_pop_theta_0.0007750000000000001.txt,0.001583626683855,47399,10,100,0.0001,10000000,0.00184447968062267
10_100_0.001_0_const_1_pop_theta_0.0007750000000000001.txt,0.001583963369081,47466,10,100,0.001,10000000,0.00380768351293094
1000_10_1e-05_1_const_1_pop_theta_0.0007750000000000001.txt,0.00158430269795,117711,1000,10,1E-05,10000000,0.00160829102171974
10_100_1e-05_3_const_1_pop_theta_0.0007750000000000001.txt,0.001585090500343,46279,10,100,1E-05,10000000,0.00160200504979844
10_1000_0.0_4_const_1_pop_theta_0.0007750000000000001.txt,0.001587092060582,45598,10,1000,0,10000000,0.00156972991680193
1000_100_0.0001_3_const_1_pop_theta_0.0007750000000000001.txt,0.00158849088425,117156,1000,100,0.0001,10000000,0.00178899058921837
10_10_0.0_2_const_1_pop_theta_0.0007750000000000001.txt,0.00158852044525,44643,10,10,0,10000000,0.00153167462344041
1000_100_0.001_0_const_1_pop_theta_0.0007750000000000001.txt,0.00159052190005,115526,1000,100,0.001,10000000,0.00358023878980703
1000_10_0.0001_2_const_1_pop_theta_0.0007750000000000001.txt,0.00159117503505,115989,1000,10,0.0001,10000000,0.00180276246765074
1000_100_0.0001_5_const_1_pop_theta_0.0007750000000000001.txt,0.0015913530366,117682,1000,100,0.0001,10000000,0.00178864457812732
1000_10_0.001_4_const_1_pop_theta_0.0007750000000000001.txt,0.00159187435815,116474,1000,10,0.001,10000000,0.00359634129941168
10_1000_1e-05_0_const_1_pop_theta_0.0007750000000000001.txt,0.001593498603666,46485,10,1000,1E-05,10000000,0.00162223653445017
100_100_1e-05_8_const_1_pop_theta_0.0007750000000000001.txt,0.001593731903306,80586,100,100,1E-05,10000000,0.00160470398904978
10_100_0.0_8_const_1_pop_theta_0.0007750000000000001.txt,0.001594196638565,45753,10,100,0,10000000,0.00157294139603344
1000_10_0.001_3_const_1_pop_theta_0.0007750000000000001.txt,0.0015944439652,115687,1000,10,0.001,10000000,0.00359226662474963
1000_10_1e-05_9_const_1_pop_theta_0.0007750000000000001.txt,0.001595660807,115631,1000,10,1E-05,10000000,0.00161758670003006
100_100_0.001_1_const_1_pop_theta_0.0007750000000000001.txt,0.00159671467157,79729,100,100,0.001,10000000,0.00360755672106758
100_10_1e-05_7_const_1_pop_theta_0.0007750000000000001.txt,0.001597381330909,82513,100,10,1E-05,10000000,0.00161898612221559
100_1000_0.001_1_const_1_pop_theta_0.0007750000000000001.txt,0.001597384347107,81285,100,1000,0.001,10000000,0.00361578279929386
100_1000_1e-05_2_const_1_pop_theta_0.0007750000000000001.txt,0.001597572696198,79075,100,1000,1E-05,10000000,0.00160664316663193
1000_1000_0.0_4_const_1_pop_theta_0.0007750000000000001.txt,0.00159878308545,117569,1000,1000,0,10000000,0.0016007664354514
100_100_1e-05_0_const_1_pop_theta_0.0007750000000000001.txt,0.001599362669752,80444,100,100,1E-05,10000000,0.00161961402149761
100_100_0.0001_0_const_1_pop_theta_0.0007750000000000001.txt,0.001599396824298,81081,100,100,0.0001,10000000,0.0017860331284973
10_10_0.001_1_const_1_pop_theta_0.0007750000000000001.txt,0.001599796931869,47930,10,10,0.001,10000000,0.00384741560444134
10_10_0.0_4_const_1_pop_theta_0.0007750000000000001.txt,0.001600359860406,46502,10,10,0,10000000,0.00161270291034165
10_1000_0.0_5_const_1_pop_theta_0.0007750000000000001.txt,0.001601750207431,46334,10,1000,0,10000000,0.00158970751131927
10_100_0.0001_6_const_1_pop_theta_0.0007750000000000001.txt,0.001601754353887,46473,10,100,0.0001,10000000,0.00181738628417505
100_1000_0.0_7_const_1_pop_theta_0.0007750000000000001.txt,0.001605927099669,81258,100,1000,0,10000000,0.00159371981135349
1000_100_0.0001_7_const_1_pop_theta_0.0007750000000000001.txt,0.0016060749928,116602,1000,100,0.0001,10000000,0.00180416945052545
1000_1000_1e-05_6_const_1_pop_theta_0.0007750000000000001.txt,0.0016064169156,115278,1000,1000,1E-05,10000000,0.00162805297050175
1000_100_1e-05_4_const_1_pop_theta_0.0007750000000000001.txt,0.00160660430555,115543,1000,100,1E-05,10000000,0.00162580729036263
100_1000_0.001_7_const_1_pop_theta_0.0007750000000000001.txt,0.00160699507719,82180,100,1000,0.001,10000000,0.00362193331158273
10_10_1e-05_5_const_1_pop_theta_0.0007750000000000001.txt,0.001607223824527,45711,10,10,1E-05,10000000,0.00161930204653625
10_10_1e-05_1_const_1_pop_theta_0.0007750000000000001.txt,0.001607420869915,46961,10,10,1E-05,10000000,0.00165770386191446
100_100_0.001_0_const_1_pop_theta_0.0007750000000000001.txt,0.001609594716033,82327,100,100,0.001,10000000,0.00362499730016898
100_10_0.0001_7_const_1_pop_theta_0.0007750000000000001.txt,0.001609727926446,82580,100,10,0.0001,10000000,0.00181284192372797
10_100_0.0_4_const_1_pop_theta_0.0007750000000000001.txt,0.001609963671797,47325,10,100,0,10000000,0.00160003370674885
1000_1000_0.0001_4_const_1_pop_theta_0.0007750000000000001.txt,0.00161027822215,117644,1000,1000,0.0001,10000000,0.00181117245488091
100_10_0.0_4_const_1_pop_theta_0.0007750000000000001.txt,0.001610632572066,81959,100,10,0,10000000,0.00162340784215342
1000_100_0.001_5_const_1_pop_theta_0.0007750000000000001.txt,0.0016138599708,117938,1000,100,0.001,10000000,0.00360675328933776
10_1000_0.001_0_const_1_pop_theta_0.0007750000000000001.txt,0.001614741477698,45669,10,1000,0.001,10000000,0.00383452994615322
10_1000_0.0_9_const_1_pop_theta_0.0007750000000000001.txt,0.001617133748848,46198,10,1000,0,10000000,0.00159347373725458
1000_100_0.001_9_const_1_pop_theta_0.0007750000000000001.txt,0.0016178872704,117194,1000,100,0.001,10000000,0.00360933627029039
100_10_0.0001_5_const_1_pop_theta_0.0007750000000000001.txt,0.001618535987273,83045,100,10,0.0001,10000000,0.00183253629845881
100_1000_0.0001_7_const_1_pop_theta_0.0007750000000000001.txt,0.00161879226876,80550,100,1000,0.0001,10000000,0.00181840101001771
10_100_0.001_3_const_1_pop_theta_0.0007750000000000001.txt,0.001618834319577,47483,10,100,0.001,10000000,0.00383993215400505
1000_100_1e-05_3_const_1_pop_theta_0.0007750000000000001.txt,0.0016189299386,117453,1000,100,1E-05,10000000,0.00164054102929141
100_1000_0.001_3_const_1_pop_theta_0.0007750000000000001.txt,0.001619183474711,82375,100,1000,0.001,10000000,0.00363709975975833
10_1000_1e-05_6_const_1_pop_theta_0.0007750000000000001.txt,0.001620217363592,46937,10,1000,1E-05,10000000,0.00161407284582315
1000_1000_0.0001_8_const_1_pop_theta_0.0007750000000000001.txt,0.0016226714062,118315,1000,1000,0.0001,10000000,0.00182364847513615
10_1000_0.0001_8_const_1_pop_theta_0.0007750000000000001.txt,0.00162379505225,47117,10,1000,0.0001,10000000,0.00185489678199862
1000_100_0.001_7_const_1_pop_theta_0.0007750000000000001.txt,0.0016260802685,119078,1000,100,0.001,10000000,0.00361965402496119
1000_10_1e-05_2_const_1_pop_theta_0.0007750000000000001.txt,0.0016273532514,118397,1000,10,1E-05,10000000,0.00164733684860087
10_100_0.0_3_const_1_pop_theta_0.0007750000000000001.txt,0.001628808922655,48015,10,100,0,10000000,0.00167160192712598
1000_10_0.0_7_const_1_pop_theta_0.0007750000000000001.txt,0.00162950485545,119663,1000,10,0,10000000,0.00162827974254226
1000_10_0.001_2_const_1_pop_theta_0.0007750000000000001.txt,0.00163865351395,116748,1000,10,0.001,10000000,0.00362251079591566
1000_100_1e-05_2_const_1_pop_theta_0.0007750000000000001.txt,0.0016454068697,118518,1000,100,1E-05,10000000,0.00166567572557869
100_10_0.0001_4_const_1_pop_theta_0.0007750000000000001.txt,0.001648739875207,86065,100,10,0.0001,10000000,0.00185727892117975
10_1000_1e-05_1_const_1_pop_theta_0.001.txt,0.001866976813254,55934,10,1000,1E-05,10000000,0.00193903632149471
10_100_1e-05_0_const_1_pop_theta_0.001.txt,0.001868145783943,56649,10,100,1E-05,10000000,0.00192618237082553
1000_1000_0.0_0_const_1_pop_theta_0.001.txt,0.00187324091625,145285,1000,1000,0,10000000,0.00187334161482256
100_1000_0.0_9_const_1_pop_theta_0.001.txt,0.001873725472397,99452,100,1000,0,10000000,0.00186425491807266
1000_10_0.0_2_const_1_pop_theta_0.001.txt,0.0018744257011,145943,1000,10,0,10000000,0.00187047405584708
10_100_1e-05_5_const_1_pop_theta_0.001.txt,0.001875376448191,55112,10,100,1E-05,10000000,0.00185857698596922
100_100_0.0001_4_const_1_pop_theta_0.001.txt,0.001882126020826,100963,100,100,0.0001,10000000,0.00209923126929172
100_10_0.001_0_const_1_pop_theta_0.001.txt,0.001884822021157,98894,100,10,0.001,10000000,0.00389508164364641
100_1000_0.001_1_const_1_pop_theta_0.001.txt,0.001885886692893,101247,100,1000,0.001,10000000,0.00389873840994421
10_10_1e-05_6_const_1_pop_theta_0.001.txt,0.001888351663758,54559,10,10,1E-05,10000000,0.00188544131431491
10_10_0.0001_5_const_1_pop_theta_0.001.txt,0.001889837123419,55961,10,10,0.0001,10000000,0.00214546310927584
1000_100_0.0_8_const_1_pop_theta_0.001.txt,0.0018900014658,144677,1000,100,0,10000000,0.00189057669766858
1000_100_1e-05_2_const_1_pop_theta_0.001.txt,0.00189035996175,145427,1000,100,1E-05,10000000,0.00191263215944324
100_1000_1e-05_0_const_1_pop_theta_0.001.txt,0.001892093191405,99626,100,1000,1E-05,10000000,0.00191037317202155
100_100_0.0_4_const_1_pop_theta_0.001.txt,0.001892480326446,101738,100,100,0,10000000,0.00191445338107947
10_100_0.0001_5_const_1_pop_theta_0.001.txt,0.001892851208509,56695,10,100,0.0001,10000000,0.00212838717891273
10_10_0.001_9_const_1_pop_theta_0.001.txt,0.001895212157239,56542,10,10,0.001,10000000,0.00410001642376679
1000_1000_0.0_6_const_1_pop_theta_0.001.txt,0.00189763423075,148579,1000,1000,0,10000000,0.0018937934789183
100_10_0.0001_1_const_1_pop_theta_0.001.txt,0.001898227764959,100474,100,10,0.0001,10000000,0.00210464183744756
1000_100_0.0_4_const_1_pop_theta_0.001.txt,0.001898733582,145962,1000,100,0,10000000,0.00190004685986397
1000_10_0.001_3_const_1_pop_theta_0.001.txt,0.00190152150695,144056,1000,10,0.001,10000000,0.00389704618446756
1000_10_0.0001_5_const_1_pop_theta_0.001.txt,0.0019029740688,146181,1000,10,0.0001,10000000,0.0021013658598105
1000_100_0.0001_3_const_1_pop_theta_0.001.txt,0.00190323072585,147259,1000,100,0.0001,10000000,0.00210303615622195
10_10_1e-05_5_const_1_pop_theta_0.001.txt,0.001903535252426,56375,10,10,1E-05,10000000,0.00190541665710345
10_100_1e-05_8_const_1_pop_theta_0.001.txt,0.001905856965788,56223,10,100,1E-05,10000000,0.00190759396828398
1000_10_0.0001_7_const_1_pop_theta_0.001.txt,0.00190638270695,147101,1000,10,0.0001,10000000,0.00210422064565939
1000_100_0.0001_8_const_1_pop_theta_0.001.txt,0.0019066270539,147642,1000,100,0.0001,10000000,0.00210683070642362
10_100_0.0_7_const_1_pop_theta_0.001.txt,0.001906881485345,53819,10,100,0,10000000,0.00185376407213852
100_10_0.001_8_const_1_pop_theta_0.001.txt,0.001907665684959,99171,100,10,0.001,10000000,0.00392367428232004
1000_100_1e-05_4_const_1_pop_theta_0.001.txt,0.00190935201605,148254,1000,100,1E-05,10000000,0.00192926724055468
1000_1000_0.001_4_const_1_pop_theta_0.001.txt,0.00190939511525,145420,1000,1000,0.001,10000000,0.00390119799197171
1000_1000_1e-05_7_const_1_pop_theta_0.001.txt,0.0019109717878,147699,1000,1000,1E-05,10000000,0.00193095419172361
1000_10_0.0001_8_const_1_pop_theta_0.001.txt,0.0019122753046,144915,1000,10,0.0001,10000000,0.00210747802766506
100_100_0.0001_8_const_1_pop_theta_0.001.txt,0.001914072228264,98932,100,100,0.0001,10000000,0.00212000549965417
1000_100_1e-05_9_const_1_pop_theta_0.001.txt,0.0019147868587,145550,1000,100,1E-05,10000000,0.00193907216644205
100_10_0.0_1_const_1_pop_theta_0.001.txt,0.001915317634215,101243,100,10,0,10000000,0.00191648228166851
100_1000_0.001_8_const_1_pop_theta_0.001.txt,0.001915375609091,101181,100,1000,0.001,10000000,0.00393379161165141
1000_100_0.0001_2_const_1_pop_theta_0.001.txt,0.00191895444085,147465,1000,100,0.0001,10000000,0.00212073232504635
1000_1000_0.0_5_const_1_pop_theta_0.001.txt,0.00191981266545,144020,1000,1000,0,10000000,0.00192208632025047
10_10_0.001_3_const_1_pop_theta_0.001.txt,0.001920515818253,57148,10,10,0.001,10000000,0.00414307157661792
10_10_0.0_2_const_1_pop_theta_0.001.txt,0.001920880513675,56255,10,10,0,10000000,0.00188321971020423
10_100_0.001_7_const_1_pop_theta_0.001.txt,0.001921315729242,55466,10,100,0.001,10000000,0.00414771806539711
1000_100_1e-05_7_const_1_pop_theta_0.001.txt,0.0019227093972,147168,1000,100,1E-05,10000000,0.00194371881464146
10_10_0.0_1_const_1_pop_theta_0.001.txt,0.001923768415253,54610,10,10,0,10000000,0.00188250953374163
10_100_0.0001_9_const_1_pop_theta_0.001.txt,0.001924182030193,57832,10,100,0.0001,10000000,0.00217580234009998
100_1000_0.0001_3_const_1_pop_theta_0.001.txt,0.001924405603471,98825,100,1000,0.0001,10000000,0.00212441947756113
100_100_0.001_9_const_1_pop_theta_0.001.txt,0.001926515417521,101584,100,100,0.001,10000000,0.00393716490699483
1000_100_0.0_5_const_1_pop_theta_0.001.txt,0.001926603879,145934,1000,100,0,10000000,0.0019322701115857
10_10_0.001_7_const_1_pop_theta_0.001.txt,0.001927060518185,58024,10,10,0.001,10000000,0.00419061276217079
1000_100_1e-05_3_const_1_pop_theta_0.001.txt,0.00192724282255,147868,1000,100,1E-05,10000000,0.00194935095855431
10_1000_0.001_7_const_1_pop_theta_0.001.txt,0.001928024351142,53075,10,1000,0.001,10000000,0.00408365249318333
100_10_0.001_6_const_1_pop_theta_0.001.txt,0.001928350225785,102015,100,10,0.001,10000000,0.00395021900968777
1000_1000_1e-05_1_const_1_pop_theta_0.001.txt,0.00192994530605,147429,1000,1000,1E-05,10000000,0.00195307200413955
10_100_0.0001_8_const_1_pop_theta_0.001.txt,0.001930673091658,58183,10,100,0.0001,10000000,0.00222043695692992
1000_10_0.0001_2_const_1_pop_theta_0.001.txt,0.0019308290919,145832,1000,10,0.0001,10000000,0.00213026710258406
10_100_0.001_0_const_1_pop_theta_0.001.txt,0.001930976302127,55834,10,100,0.001,10000000,0.00410325160023739
1000_10_1e-05_1_const_1_pop_theta_0.001.txt,0.00193139322685,145276,1000,10,1E-05,10000000,0.00195007328351071
100_10_0.0_6_const_1_pop_theta_0.001.txt,0.001934411598678,101037,100,10,0,10000000,0.00193414999633385
100_1000_0.0_0_const_1_pop_theta_0.001.txt,0.001934671364628,98482,100,1000,0,10000000,0.00193757602269158
100_1000_0.0001_1_const_1_pop_theta_0.001.txt,0.001936019016529,99566,100,1000,0.0001,10000000,0.00213226472360426
1000_1000_0.001_6_const_1_pop_theta_0.001.txt,0.0019360287468,145817,1000,1000,0.001,10000000,0.00392620825449055
1000_100_0.001_7_const_1_pop_theta_0.001.txt,0.00193621082495,148012,1000,100,0.001,10000000,0.00393059159685175
10_1000_1e-05_4_const_1_pop_theta_0.001.txt,0.001936568732869,57177,10,1000,1E-05,10000000,0.00193653294307912
100_1000_0.001_7_const_1_pop_theta_0.001.txt,0.001936752211901,102069,100,1000,0.001,10000000,0.00394325923575373
10_10_0.001_6_const_1_pop_theta_0.001.txt,0.001937198122537,57409,10,10,0.001,10000000,0.00414627882386475
1000_10_0.0_1_const_1_pop_theta_0.001.txt,0.00193775642485,146928,1000,10,0,10000000,0.00194196656047213
10_10_0.0_5_const_1_pop_theta_0.001.txt,0.001938053169689,56071,10,10,0,10000000,0.00188782302131753
10_1000_0.0_8_const_1_pop_theta_0.001.txt,0.001938248050191,57012,10,1000,0,10000000,0.00195964509497933
10_100_0.0_4_const_1_pop_theta_0.001.txt,0.001938675716891,57267,10,100,0,10000000,0.00191586070678823
10_100_0.001_6_const_1_pop_theta_0.001.txt,0.001939279000882,59083,10,100,0.001,10000000,0.00418721056718391
1000_10_0.0_7_const_1_pop_theta_0.001.txt,0.0019396742727,147497,1000,10,0,10000000,0.00193975220809504
1000_100_1e-05_8_const_1_pop_theta_0.001.txt,0.00193981324015,145597,1000,100,1E-05,10000000,0.00196046527447235
1000_1000_0.0_1_const_1_pop_theta_0.001.txt,0.00194088919145,145166,1000,1000,0,10000000,0.00194199974935157
10_1000_0.0_0_const_1_pop_theta_0.001.txt,0.00194114959102,57877,10,1000,0,10000000,0.00195107290047324
100_10_1e-05_4_const_1_pop_theta_0.001.txt,0.001941399870083,100183,100,10,1E-05,10000000,0.00196318806930953
10_10_0.001_5_const_1_pop_theta_0.001.txt,0.00194181265621,57350,10,10,0.001,10000000,0.00412395169224599
100_10_1e-05_0_const_1_pop_theta_0.001.txt,0.001942050179669,101173,100,10,1E-05,10000000,0.00195062438903118
1000_100_0.001_4_const_1_pop_theta_0.001.txt,0.00194230226245,150061,1000,100,0.001,10000000,0.00393676424135023
10_10_0.001_4_const_1_pop_theta_0.001.txt,0.001942494903441,54689,10,10,0.001,10000000,0.00413346319461959
100_1000_0.0_3_const_1_pop_theta_0.001.txt,0.001942508860165,101622,100,1000,0,10000000,0.00195484508275946
1000_1000_0.001_8_const_1_pop_theta_0.001.txt,0.00194304789155,147290,1000,1000,0.001,10000000,0.00394014528291017
100_100_0.001_7_const_1_pop_theta_0.001.txt,0.00194403705719,103623,100,100,0.001,10000000,0.00396280460260788
1000_1000_0.0001_9_const_1_pop_theta_0.001.txt,0.0019443077536,146966,1000,1000,0.0001,10000000,0.00214547304828532
10_10_0.0001_2_const_1_pop_theta_0.001.txt,0.001944374520145,55781,10,10,0.0001,10000000,0.00208468299999948
10_1000_0.0001_8_const_1_pop_theta_0.001.txt,0.001944472592099,55965,10,1000,0.0001,10000000,0.00212642091309345
100_100_0.001_0_const_1_pop_theta_0.001.txt,0.001944650492231,101016,100,100,0.001,10000000,0.00394859461183926
1000_1000_0.0001_8_const_1_pop_theta_0.001.txt,0.00194485905405,147696,1000,1000,0.0001,10000000,0.00214265636987101
100_10_1e-05_3_const_1_pop_theta_0.001.txt,0.001946526493223,103223,100,10,1E-05,10000000,0.00199422210131939
1000_10_0.0001_0_const_1_pop_theta_0.001.txt,0.00194672014265,149248,1000,10,0.0001,10000000,0.00213751871258549
100_10_0.0001_9_const_1_pop_theta_0.001.txt,0.001947057749256,101225,100,10,0.0001,10000000,0.00213910008387124
10_1000_0.0001_7_const_1_pop_theta_0.001.txt,0.001947211939418,58330,10,1000,0.0001,10000000,0.00219792908164017
100_1000_0.001_5_const_1_pop_theta_0.001.txt,0.001947238097355,104300,100,1000,0.001,10000000,0.00394874288130532
100_10_0.0001_3_const_1_pop_theta_0.001.txt,0.001947328606942,104023,100,10,0.0001,10000000,0.00216109047137527
1000_10_0.0001_6_const_1_pop_theta_0.001.txt,0.0019487804036,145641,1000,10,0.0001,10000000,0.00214256901612903
1000_100_0.001_6_const_1_pop_theta_0.001.txt,0.00195064455745,149995,1000,100,0.001,10000000,0.00393948723061718
10_100_0.001_5_const_1_pop_theta_0.001.txt,0.001951523900206,56500,10,100,0.001,10000000,0.00411213337361729
1000_10_0.001_2_const_1_pop_theta_0.001.txt,0.00195194410175,148043,1000,10,0.001,10000000,0.0039339892111659
100_1000_0.0_2_const_1_pop_theta_0.001.txt,0.001952223085124,101523,100,1000,0,10000000,0.00195180642219714
10_1000_0.001_5_const_1_pop_theta_0.001.txt,0.001952806279188,56739,10,1000,0.001,10000000,0.00416870738436695
1000_10_1e-05_0_const_1_pop_theta_0.001.txt,0.0019529754919,145219,1000,10,1E-05,10000000,0.00197392661193213
100_100_0.001_3_const_1_pop_theta_0.001.txt,0.001953107939339,104912,100,100,0.001,10000000,0.00397046670976071
100_10_0.0001_2_const_1_pop_theta_0.001.txt,0.00195325039124,102893,100,10,0.0001,10000000,0.00215744588443503
1000_10_0.0_8_const_1_pop_theta_0.001.txt,0.0019534906795,145008,1000,10,0,10000000,0.0019443400418793
100_10_0.0_5_const_1_pop_theta_0.001.txt,0.001953865656364,98885,100,10,0,10000000,0.00196430415185704
100_100_0.0_2_const_1_pop_theta_0.001.txt,0.001954038994711,102545,100,100,0,10000000,0.00194678774562067
1000_10_0.001_4_const_1_pop_theta_0.001.txt,0.0019554843819,147105,1000,10,0.001,10000000,0.00394081021381852
100_10_0.0_4_const_1_pop_theta_0.001.txt,0.001956513648595,100595,100,10,0,10000000,0.00195386827933486
1000_1000_0.0001_7_const_1_pop_theta_0.001.txt,0.00195717767355,147625,1000,1000,0.0001,10000000,0.00215804385633929
100_100_0.0_5_const_1_pop_theta_0.001.txt,0.001957956037521,102604,100,100,0,10000000,0.00195911907033494
1000_10_0.0001_3_const_1_pop_theta_0.001.txt,0.0019581620737,146157,1000,10,0.0001,10000000,0.00214900433573175
100_1000_1e-05_3_const_1_pop_theta_0.001.txt,0.001958412052066,104538,100,1000,1E-05,10000000,0.00199196956421881
10_100_0.0_0_const_1_pop_theta_0.001.txt,0.001958840872856,57832,10,100,0,10000000,0.00194177142289746
100_1000_1e-05_9_const_1_pop_theta_0.001.txt,0.001959215354711,102001,100,1000,1E-05,10000000,0.00198656239802602
10_1000_1e-05_5_const_1_pop_theta_0.001.txt,0.001959416765611,58393,10,1000,1E-05,10000000,0.00194429353327351
1000_1000_0.0001_5_const_1_pop_theta_0.001.txt,0.00195972654585,144297,1000,1000,0.0001,10000000,0.00216249028900447
1000_1000_0.0001_2_const_1_pop_theta_0.001.txt,0.00196070672385,149376,1000,1000,0.0001,10000000,0.0021621770394205
100_100_1e-05_4_const_1_pop_theta_0.001.txt,0.001961025768099,100910,100,100,1E-05,10000000,0.0019815144602496
100_10_0.001_5_const_1_pop_theta_0.001.txt,0.001961314232231,102805,100,10,0.001,10000000,0.00398258348477634
100_100_0.0001_2_const_1_pop_theta_0.001.txt,0.001961338349917,101663,100,100,0.0001,10000000,0.00216796477118964
100_10_0.0001_7_const_1_pop_theta_0.001.txt,0.001961590503471,102522,100,10,0.0001,10000000,0.00216608245773364
10_100_0.001_2_const_1_pop_theta_0.001.txt,0.001962056323302,56995,10,100,0.001,10000000,0.00420295188049462
100_10_0.0001_6_const_1_pop_theta_0.001.txt,0.001962111481322,102754,100,10,0.0001,10000000,0.00217645791583888
1000_10_0.0_6_const_1_pop_theta_0.001.txt,0.0019635165333,147750,1000,10,0,10000000,0.00196224322886751
10_1000_1e-05_9_const_1_pop_theta_0.001.txt,0.001963883826095,55315,10,1000,1E-05,10000000,0.00196761032336504
10_1000_0.0_4_const_1_pop_theta_0.001.txt,0.001964129759239,58347,10,1000,0,10000000,0.00198326244605484
100_1000_0.0_8_const_1_pop_theta_0.001.txt,0.001965014566612,104671,100,1000,0,10000000,0.00196775892040637
100_10_0.001_9_const_1_pop_theta_0.001.txt,0.001965092945124,103393,100,10,0.001,10000000,0.00396200028992018
100_10_0.001_2_const_1_pop_theta_0.001.txt,0.001966852824628,102720,100,10,0.001,10000000,0.0039822023385956
